"","id","text","sentimiento"
"853",853,"encanto modelo repongan ma tallas modelos estan hermosos u si recomiendo producto",1
"854",854,"u si recomiendo producto",1
"855",855,"quedan super bien excelente modelocompre segundo tono despues probar calce",1
"856",856,"u si recomiendo producto",1
"857",857,"comodo suave buen material u si recomiendo producto",1
"858",858,"u si recomiendo producto",1
"859",859,"chicas recomiendo comprar talla menos pedi talla normal quedaron grandes tendre ir cambiarlos hermosos si ven mom u si recomiendo producto",1
"860",860,"u si recomiendo producto",1
"861",861,"demasiado confortable pareciera ser suave recostarse peso distribuye perfectamente dormido maravilla despacho llego dia coordinado u si recomiendo producto",1
"862",862,"u si recomiendo producto",1
"863",863,"queda hermoso excelente calidad u si recomiendo producto",1
"864",864,"u si recomiendo producto",1
"865",865,"colchon bastante comodo solo recomiendo comprarlo tienda tiempos envio falabella pueden superar mes atraso responden ningun medio momento reclamar",0
"866",866,"u si recomiendo producto",1
"867",867,"horno marca trotter espectacular cambio vida amplio cabe quieras cocinar mejor luz asi puedes ver cocinas",1
"868",868,"u si recomiendo producto",1
"869",869,"bueno u si recomiendo producto",1
"870",870,"comodo u si recomiendo producto",1
"871",871,"pedi talla quedo bien color ma oscuro sale foto have celeste llego azul tambien pedi hermana tambien azul llego blanco mala experiencia mal rato tendra cambiar si bonito jeans",0
"872",872,NA,0
"873",873,"compre horno hace cuatro anos ningun inconveniente buenisimo compra presencial u si recomiendo producto",0
"874",874,"u si recomiendo producto",1
"875",875,"excelente cama comoda u si recomiendo producto",1
"876",876,"excelente colchon base mala calidad trizo solo sentarme borde cama ahora cada ves acuesto cruje",0
"877",877,"descompuso despues meses uso pesima compra",0
"878",878,"u si recomiendo producto",1
"879",879,"precioso talla precisa tiro alto",1
"880",880,"u si recomiendo producto",1
"881",881,"elegante diseno variados tipos coccion superficie calienta lados calienta arriba horno acumula calor recomendable tener espacio evitar inconvenientes comida queda espectacular",1
"882",882,"excelente producto u si recomiendo producto",1
"883",883,"buen producto cumplio todas expectativas",1
"884",884,"cadera cintura pedi talla quedo super bien tela gruesa quedan bonitos tiro alto u si recomiendo producto",1
"885",885,"compre febrero ahora cero problema u si recomiendo producto",1
"886",886,"pantalones negros foto salen doblados estan cocidos solo pa foto",1
"887",887,"buen producto buena relacion precio calidad",1
"888",888,"buen producto u si recomiendo producto",1
"889",889,"cumple expectativas u si recomiendo producto",1
"890",890,"practico u si recomiendo producto",1
"891",891,"buen producto recomiendo u si recomiendo producto",1
"892",892,"u si recomiendo producto",1
"893",893,"buen producto recomiendo u si recomiendo producto",1
"894",894,"noto diferencia notum calidad contento compra u si recomiendo producto",1
"895",895,"facil armar comoda problemas dos meses llevo u si recomiendo producto",1
"896",896,"linda colchon duro recomiendo uso despierto dolor espalda logro tener sueno reparador arrepentida compra consultando si puedo devolver guarde plasticos cajas",1
"897",897,"ma dificil subi peso encontrar desfigure cuerpo saque barriga deje bien vestida jeans cumple todas mujeres flacas gorditas tela gruesa marca imperfecciones ademas estiliza figura pidan talla menos normal pedi <U+00A1> quedo brutal u si recomiendo producto",0
"898",898,"pesima calidad compre hija pasado meses hundido",0
"899",899,"excelente super comodo alto encanto demoro alta demanda compre oferta maravilla",1
"900",900,"sueno cumplido duermo angelito excelente producto recomiendo",1
"901",901,"exquisito vez acostumbras dormir perfecto u si recomiendo producto",1
"902",902,"horrible pesimo duro meses sienten resortes incomodo dormir persona obesas",0
"903",903,"excelente cama colchon blando justo punto hace dos semanas encanto buscaba colchon plano hundiera dormir cumplio expectativas cama bonita base alta patas madera firmes sistema anclar base llego perfectas condiciones recomendada u si recomiendo producto",1
"904",904,"luego dias uso rompe cama vuela rueda superior fome tube esperar entrega mala ecjo pasados solo dias rota base solicite reposicion producto ojala cumplan decepcionado compra",0
"905",905,"buena calidad patas firmes aunque respaldo ma fragil colchon maximo",1
"906",906,"queda mom jeans have pitillo ma tela elasticada normalmente talla quedo suelta cintura",0
"907",907,"cumplio expectativas da buen descanso u si recomiendo producto",1
"908",908,"usado calienta harto hacia arriba manual die deben haber cm espacio arriba cm lado considerar u si recomiendo producto",1
"909",909,"compre azul aparecen foto comodos medianamente elasticados tiro bien alto pedi talla basement quedaron fantastico llegaron dentro plazo comprometido u si recomiendo producto",1
"910",910,"producto bueno entrega pesima cumplen fechas",1
"911",911,"comodo colchon duro agradable senora feliz nuevo colchon amanece dolor columnarealmente contento haberlo comprado u si recomiendo producto",0
"912",912,"ma liviano ortopedic anterior faltarian persona explique ma producto u si recomiendo producto",1
"913",913,"comodo demoro llegar u si recomiendo producto",1
"914",914,"pesima compra",0
"915",915,"buen producto llego fecha correspondia",1
"916",916,"pedi misma talla siempre quedo super bien tela gruesa llego dias u si recomiendo producto",1
"917",917,"comodo dormimos marido bebe meses realmente necesitabamos mejor cic llega fecha corresponde despachos falabella cic envia directo bodega u si recomiendo producto",1
"918",918,"general uso talla pedi quedo perfecto u si recomiendo producto",1
"919",919,"buen producto resulta facil usar u si recomiendo producto",1
"920",920,"comodo permite descanso reparador u si recomiendo producto",1
"921",921,"taaan firme si comodo venia horas sueno jaja puedo levantar realmente comodo",1
"922",922,"u si recomiendo producto",1
"923",923,"buen colchon comodo persona problemas fisicos ayuda dormir relajados almohadas super comodas blandas",1
"924",924,"excelente producto u si recomiendo producto",1
"925",925,"gusto muchisimo compre negro talla super quedan super lindos tan elasticados jeans ahora cortos u si recomiendo producto",1
"926",926,"malisimo duro sienten resortes",0
"927",927,"cama bien producto demoro llegar meses llego veladores quebrado pienso esperar dos meses ma tener solucion",0
"928",928,"duro colchon comparado misma marca",0
"929",929,"comodo dormir liviano mover asear cama etc u si recomiendo producto",1
"930",930,"compre azul jean corte mom jean pitillo ajustados color corresponde foto deberian tomar fotos real xq pierde tiempo devolverlos etc",0
"931",931,"amplio necesito tipico horno hacer u si recomiendo producto",1
"932",932,"comodo facil transportar gusto recomiendo u si recomiendo producto",1
"933",933,"excelente producto compre temor colchon ortopedico resistente blando primera capa u si recomiendo producto",1
"934",934,"talla pedi jeans quedo pequeno recomendaria pedir talla ma",1
"935",935,"compramos ase momento bien super comoda linda encanto u si recomiendo producto",1
"936",936,"compre hace meses dolor espalda ahora desaparecieron buen colchon precio accesible",1
"937",937,"comodo excelente producto encantado comodidad suave mantiene forma contento compra u si recomiendo producto",1
"938",938,"compre horno meses quemaron barras calor pesimo recomendaria",0
"939",939,"hago pan dias queques reposteria tamano ideal calienta rapido muchas funciones recomendable compre precio oferta mejor felicidades u si recomiendo producto",1
"940",940,"totalmente recomen dado colchon cumple todas cualidades necesita lograr sueno reponedor u si recomiendo producto",1
"941",941,"excelente buena calidad comodo especial descansar sufro dolor espaldas u si recomiendo producto",1
"942",942,"momento ningun problema uso dias u si recomiendo producto",1
"943",943,"buena cama comoda suave u si recomiendo producto",1
"944",944,"comodo excelente buen descanso recomendable u si recomiendo producto",1
"945",945,"hola pueden responderson si si asi cortos si solo estan doblados obvio pueden desdoblar piernas largas jeans cortos suelen quedarme aun ma cortos gracias",0
"946",946,"liviano especial persona dolor espalda acomoda cuerpo bebe toallita humeda facil limpiar u si recomiendo producto",1
"947",947,"bastante comodo firme regalamos persona tercera edad ajusta bien persona u si recomiendo producto",1
"948",948,"repongan tallas ma clarito talla favor u si recomiendo producto",1
"949",949,"comodo cumple espectativas u si recomiendo producto",1
"950",950,"u si recomiendo producto",1
"951",951,"colchon base firme llevo semana encanta u si recomiendo producto",1
"952",952,"si tiro alto tela gruesa elasticada quedo bien tiro pedi quedo bien u si recomiendo producto",1
"953",953,"facil manejar liviano momento ningun problemas horno u si recomiendo producto",1
"954",954,"precios a bajado todas tiendas falabella sigue igual iran bajar u si recomiendo producto",1
"955",955,"comoda rica cama feliz compra u si recomiendo producto",1
"956",956,"u si recomiendo producto",1
"957",957,"compre hace momento bien",1
"958",958,"compre jeans modelo azul ma oscuro negro llegaron tiempo estimado embargo mismos colores publicacion negro tonalidades plomo jeans azul tan azul ademas tener ojo tallas modelo negro ma pequeno azul caso apesar jeans comodo tela tan elastica si llega desgastado imagenes solo tener ojo pedir talla ma modelo ma pequeno u si recomiendo producto",0
"959",959,"delicia suave confortable proporciona buen descanso feliz",1
"960",960,"super buena relacion precio calidad realmente comodo gran compra u si recomiendo producto",1
"961",961,"compre color negro talla primera quedo apretado cintura segunda postura primer lavado hicieron ma holgados comodos tela gruesa quedan tan estilo mom ajustados pierna bota problema llenan pelusas cualquier pelito queda pegado sobretodo pelos animales",0
"962",962,"producto bastante comodo incluye armado dicen publicacion respaldo trozo madera veladores cumplen funcion cama comoda",1
"963",963,"comodo dolor espalda comenzo desaparecer primera noche notum diferencia",1
"964",964,"u si recomiendo producto",1
"965",965,"bellisimo estilo mom fit da hermosa figura segui consejos comentarios pedi talla ma pedi quedaron perfectos u si recomiendo producto",1
"966",966,"excelente colchon comodo rico duro hace perfecto espalda entrega tiempo acordado",1
"967",967,"hace tiempo uso linea ahora modernizo modelo genial comodo suave",1
"968",968,"material suave elasticado usualmente talla quedaron perfectos",1
"969",969,"elasticado pedi talla quedo pequeno tiro medio",1
"970",970,"super comodo firme recomiendo totalmente u si recomiendo producto",1
"971",971,"rango precio bueno comodo firme",1
"972",972,"u si recomiendo producto",1
"973",973,"colchon bastante comodo solo recomiendo comprarlo tienda tiempos envio falabella pueden superar mes atraso responden ningun medio momento reclamar",1
"974",974,"precio ma elevado promedio hornos mercado vale pena amplio facil uso totalmente recomendado u si recomiendo producto",1
"975",975,"colchon firme buscando u si recomiendo producto",1
"976",976,"compre azul quedo si jeans normal pense ser mom quedaria holgado recomiendo comprar talla ma igual cambiare super comodo amo si recomiendo producto",1
"977",977,"excelente producto conforme comodo",1
"978",978,"producto gran calidad comodidad anteriormente tenia buenas versiones plaza modelo grande igualmente bueno u si recomiendo producto",1
"979",979,"buena tela guie comentarios pedi quedaron perfectos ajusta bien cuerpo mejor demoro llegar",1
"980",980,"facil armar buenisimo colchon buenas terminaciones disfrutandola u si recomiendo producto",1
"981",981,"anos utilizado linea ortopedic gusta estabilidad soporte nivel cuerpo colchones hundes area mayor concentracion peso parte caderas hombros fabuloso pueda retirar funda lavarla u si recomiendo producto",1
"982",982,"compre jeans blanco guiandome comentarios verdad chico cintura compre subio cierre tela transluce demasiado tendre cambiar color talla u si recomiendo producto",1
"983",983,"comodo tal imagine u si recomiendo producto",1
"984",984,"conforme compra talla quedo perfecta elasticado bien u si recomiendo producto",1
"985",985,"comodo regalo usuaria quedo feliz hace tiempo sentia colchon diera tanta comodidad u si recomiendo producto",1
"986",986,"excelente calidad comienzo siente duro despues adapta cuerpo garantia anos u si recomiendo producto",1
"987",987,"momento excelente u si recomiendo producto",1
"988",988,"segui consejos comentarios compre talla menos quedo super",1
"989",989,"compre pantalon negro mom perfecto tela tambien quedo grande compre talla normalmente talla asi ideal seria talla menos u si recomiendo producto",1
"990",990,"llego indicado igual foto justo k necesitaba perfecta",1
"991",991,"buena cama colchon comodo firme base gusta siento q liviana loq nose cuan durable tiempo",1
"992",992,"regale mama rico parece nube",1
"993",993,"blando duro medio sirve dolor musco esqueletico quede conforme u si recomiendo producto",1
"994",994,"buen pantalon elasticado asi comprar talla correcta azul negro negro buen pantalon negro pegan pelitos instante negro pedi talla ma queda grande cintura ancho piernas quedo perfecto cintura ma apegado piernas asi dependera gustos u si recomiendo producto",1
"995",995,"llevamos ma meses producto perfecto alimentos quedan punto perfecto hecho pollo queque pastel papa lasana pie limon ningun problema accesorios funcionan bien encanta u si recomiendo producto",1
"996",996,"suave duerme bien colchon gran cambio u si recomiendo producto",1
"997",997,"bastante facil armar base colchon firme comodo u si recomiendo producto",1
"998",998,"excelente producto compramos regalo hija encanto comoda bella sobretodo colchon funda cierre totalmente recomendable u si recomiendo producto",1
"999",999,"colchon comodo llego dia senalado falabella puntuales preocupados u si recomiendo producto",1
"1000",1000,"excelente producto recomendado",1
"1001",1001,"comodo cumple expectativas u si recomiendo producto",1
"1002",1002,"excelente horno facil usar recomiendo",1
"1003",1003,"cama maravillosa partida costo armarla facil solo apernar patas parte colchon maravilloso comodo despacho realmente increible llegaron dia acordado primera hora quede feliz u si recomiendo producto",1
"1004",1004,"excelente cama comodo cumple totalmente funcion",1
"1005",1005,"pedi azul claro talla quedo bien llego cremallera mala",0
"1006",1006,NA,0
"1007",1007,"hola compre color negro talla quedo grande cintura caderas anchas arriba ma delgadita cinturon pueda solucionar tan mom hace bonita figura mido quedaron tan largos piernas super elasticados ojala repongan azul gustaron bastante u si recomiendo producto",1
"1008",1008,"totalmente recomendable adios dolor espalda u si recomiendo producto",1
"1009",1009,"comodos tela elasticada compre negro celeste celeste menos elasticado negro cede menos usarlo u si recomiendo producto",1
"1010",1010,"confortable recomiendo todas maneras u si recomiendo producto",1
"1011",1011,"compre jeans blanco modelo calce gusto trasluce ropa interior ende uso",1
"1012",1012,"facil subir base segundo piso decir colchon super blandito solo tener cuidado separe base u si recomiendo producto",1
"1013",1013,"excelente juego cama confort recomendado",1
"1014",1014,"u si recomiendo producto",1
"1015",1015,"esperabamos colchon ma grueso comodo menos ser nuevo cumplio expectativas casi meses compra principio mala experiencia",0
"1016",1016,"padre encanto cama buena solofalta manual poder armar dificultad",1
"1017",1017,"pantalon mom tela medianamente elasticada personalmente compre talla quedado bien cadera queda bien cintura queda ancho triangulo invertido cintura pequena soluciona cinturon compre colores tela azul diferente blanco negro ultimos ma denim tradicional compre principio ano ma baratos ahora u si recomiendo producto",1
"1018",1018,"si quiere dormir bien descansar recomiendo cama aseguro arrepentiran",1
"1019",1019,"excelente compra calidad manufactura producto tela suave adapta facilidad peso cuerpo proporciona buen descanso",1
"1020",1020,"ma bien grueso comodo elasticado trasluce compre enero llego excelente compra u si recomiendo producto",1
"1021",1021,"excelente relacion preciocalidad totalmente recomendable",1
"1022",1022,"super pantalon solo cortos igual puede ser ma alta talla precisa quedan bien u si recomiendo producto",1
"1023",1023,"excelente cama comoda bastante amplia full recomendable",1
"1024",1024,"super buen producto spiedo genial ponerle papel aluminio bandeja abajo dure ma",1
"1025",1025,"buen colchon suave tampoco duro termino medio perfecto",1
"1026",1026,"pantalones lindos buen calce parecer ma grandes normal generalmente uso pedi q quedaran bien mom jeans dmc grandes recomiendo q pidan talla menos ojala sirva",1
"1027",1027,"colchon rico agradable acostarse siente durito per tan comodo senora bendiion amanecimos bien dolor columna u si recomiendo producto",1
"1028",1028,"excelente cama comoda amplia facil armado recomendada",1
"1029",1029,"colchon meses uso sienten resortes blando recomiendo",1
"1030",1030,"llego fecha indicada liviano comodo textura agradable notum calidad superior respecto colchones tradicionales u si recomiendo producto",1
"1031",1031,"colchon duro usado dia noches podido dormir bien ninguna duele espalda",1
"1032",1032,"si alguien ayuda compre talla negro quedaron perfectos informacion tela jeans gruesa tiro medio alto elasticado mido largo quedaron bien perfectos usar botines encantaron u si recomiendo producto",1
"1033",1033,"llego cama venia pessimo jamas venia pernos colocar base unico bueno colchon bueno dieron nunca solucion ma meses esperando final pedi devolucion dinero",1
"1034",1034,"ventaja base dividida puede movilizar facilmente ascensor traslado general patas estilo europea facilita limpieza debajo necesite guardar cosas favorece espacio patas madera hacen ver elegante viene pieza atornilla ambas base queden fijadas colchon funda cierre removible si mancha puede llevar lavadora volver poner l estructura colchon ser ortopedic ma firme cosa acostumbrarse luego hace agradable descanso",1
"1035",1035,"comodo buen descanso u si recomiendo producto",1
"1036",1036,"comodo comparacion colchon anterior supero expectativas",1
"1037",1037,"buena textura ductibilidad precisa u si recomiendo producto",1
"1038",1038,"colchon calidad medium compre hace meses sienten resortes recomiendo base box si alta calidad",1
"1039",1039,"compre talla menos quedaron super super comodos elasticados llegaron fecha indicada contenta compra u si recomiendo producto",1
"1040",1040,"totalmente comodo recomendable",1
"1041",1041,"excelente buena calidad definitivamente recomendable deben cuidar trazabilidad transportistas tratan productos deben refiero base llego dano espero mejoren gracias",1
"1042",1042,"liviano practico cumple bien creado u si recomiendo producto",1
"1043",1043,"modelo lindo calidad pantalon mala llena pelusas primer lavado recomendaria volveria comprar",1
"1044",1044,"unico detalle respaldo debes romper tapis base colocar anclaje colchon ensuenos",1
"1045",1045,"colchon excelente base fiasco cruje demasiado mala calidad union plastica duro rompio plasticos van orilla have base salieron horrible decision comprar base dividida",0
"1046",1046,"llego fecha acordada tal have foto colchon adapta cuerpo buena calidad general",1
"1047",1047,"colchon duro menos meses sienten resortes pesima compra",0
"1048",1048,"lindo ajusta figura gusto talla pedi misma quedo hermoso u si recomiendo producto",1
"1049",1049,"colchon pesimo meses uso salio resortes",0
"1050",1050,"compre celeste tiro alto quedan holgados comodos talla compre quedan perfectos u si recomiendo producto",1
"1051",1051,"buen tamano cabe rapido u si recomiendo producto",1
"1052",1052,"llego fecha acordada buena cama",1
"1053",1053,"comoda ademas llegar dia programado excelente servicio u si recomiendo producto",1
"1054",1054,"compramos cama hijo excelente compra hijo despierta todas energias u si recomiendo producto",1
"1055",1055,"acolchada espalda calza perfectamente incluso almohada recomiendo aquellos ultimamente cuarentena sentido incomodez espalda ortopedica firme centrada u si recomiendo producto",1
"1056",1056,"talla siempre elastica do u si recomiendo producto",1
"1057",1057,"calidad patas have buena",1
"1058",1058,"demasiado elasticado pierde forma hermosa mom ma bien straight material tan bueno llena pelusas rapidamente",0
"1059",1059,"excelente encanto uso dufffdas queda rico doradito u si recomiendo producto",1
"1060",1060,"facil armar viene accesorios facilitar instalacion u si recomiendo producto",1
"1061",1061,"excelente comodo cien ciento recomendable u si recomiendo producto",1
"1062",1062,"suave comodo justo necesitaba u si recomiendo producto",1
"1063",1063,"buen producto super comodo despacho llego dia dijeron u si recomiendo producto",1
"1064",1064,"dos meses uso momento bien gusta comodo u si recomiendo producto",1
"1065",1065,"comodo lindo unico malo tiempo envio ma mes medio llego",1
"1066",1066,"u si recomiendo producto",1
"1067",1067,"bonitos pedi quedaron bien u si recomiendo producto",1
"1068",1068,"regale padre solo comentarios positivos producto aparte comodidad facil transportar asi acabo comprar habitacion poder disfrutar igual est colchon u si recomiendo producto",1
"1069",1069,"pedi hiper elasticado tiro alto tapa ombligo pedire negro estan super relaicon precio calidad u si recomiendo producto",1
"1070",1070,"realmente excelente producto si gustan camas ortopedicas u si recomiendo producto",1
"1071",1071,"colchon despues tiempo logre descansar genus confort buen descanso u si recomiendo producto",1
"1072",1072,"compre talla quedaron perfectos super buen calze lindo color superaron expectativas u si recomiendo producto",1
"1073",1073,"comoda cama respaldo horrible pedazo madera simplemente aparte hacerle oyos clavarlo base pena compra desepcionada total",0
"1074",1074,"comodo cumple todas expectativas u si recomiendo producto",1
"1075",1075,"buen colchon ma gustado cierre funda envuelve poder lavarla buena idea u si recomiendo producto",1
"1076",1076,"facil armar llego fecha indicada contratiempos letras chicas u si recomiendo producto",1
"1077",1077,"estupenda comoda firme duermen bien u si recomiendo producto",1
"1078",1078,"hermosos estilo momjeans tiro alto talla quedaron perfectos pidan talla u si recomiendo producto",1
"1079",1079,"compre color azul tela super dura segui tabla tallas encanta sibylla modelo decepciono quedo justo asi recomendaria comprar talla ma",0
"1080",1080,"mejor compra comoda facil armado llego justo fecha estimada",1
"1081",1081,"compre color negro buena tela talla corresponde seleccionada quedan sueltos tal indica estilo jeans u si recomiendo producto",1
"1082",1082,"reconemiendo q pareja discapacidad q ma acostado q pie colchon fenomenal u si recomiendo producto",1
"1083",1083,"producto acuerdo descripci<f3>n buenas condiciones",1
"1084",1084,"talla pantalon pedi quedo perfecto ojala ma colores u si recomiendo producto",1
"1085",1085,"comodo posee buena altura u si recomiendo producto",1
"1086",1086,"pantalon comodo bonito recomiendo pedir talla ma costumbre cintura muslo ajustado ser mom jeans verdad generalmente quedo perfecto amiga compro quedo bien tambien espero util u si recomiendo producto",1
"1087",1087,"buena cama recomendable",1
"1088",1088,"comodo estructura estable permite buen descanso recomiendo ojos cerrados u si recomiendo producto",1
"1089",1089,"bueno colchon compramos pobremas espalda resulto fantastico chao dolor bueno precio almohadas tambien buenas comodas buena compra recomiendo",1
"1090",1090,"comoda compre oferta mejor decision encanta u si recomiendo producto",1
"1091",1091,"comodo alivio espalda u si recomiendo producto",1
"1092",1092,"talla compre quedo grande veia bien use hr ahora queda enorme suelto lados lindo pantalon creo talla dos menos seria mejor pensando agranda uso",0
"1093",1093,"bellos negros blanco pegan demasiado pelusas corresponde talla",0
"1094",1094,"comodo ajusta persona u si recomiendo producto",1
"1095",1095,"encanto modelo comodo realmente favorece ire negro ahoraademas entrega rapidisima dia sorprendieroncarita feliz falabella u si recomiendo producto",1
"1096",1096,"exelente calidad comodo feliz u si recomiendo producto",1
"1097",1097,"colchon permite buen dormir comodo adaptable u si recomiendo producto",1
"1098",1098,"color igual foto efectivamente talla grande normalmente compre quedaron bien buen calce u si recomiendo producto",1
"1099",1099,"buena cama bonita comoda lamentable incluya respaldo u si recomiendo producto",1
"1100",1100,"skinny jeans compre blancos quedan perfectos mom deberia quedar incluso quedado bonitomas oversize",1
"1101",1101,"compre oferta excelente decision principio cuesta adaptarse colchon ortopedico acostumbras rapido u si recomiendo producto",1
"1102",1102,"hermoso buena calidad genero llego dias compre gracias falabellau",1
"1103",1103,"encanto colchon super recomendable u si recomiendo producto",1
"1104",1104,"producto calienta funciona bien temperatura horribleee poder calcular ejemplo segundos menor tiempo calienta cuesta demasiado regular perilla principio sonaba rejilla atras ventilacion suelta ahora meses depuesta motor gira plato interior suena faltara aceite sonido supe desagradable verdad recomiendo microondas tampoco volveria comprar",0
"1105",1105,"comodo calidad relacion precio u si recomiendo producto",1
"1106",1106,"si cumplio expectativas u si recomiendo producto publicada originalmente sodimaccl",1
"1107",1107,"comodo supero expectativas relacion precio calidad buenisima hecho calidad encuentro economico u si recomiendo producto",1
"1108",1108,"corresponde talla ajusta bien cuerpo mom compre azules tiro alto super comodos ven buena calidad precio super bien unico mom u si recomiendo producto",1
"1109",1109,"lindos pedi talla color celeste negro celeste ma grande negro recomiendo pedir tallas ma cambiar apretaba tobillo u si recomiendo producto",1
"1110",1110,"liviano comodo dormir acuesto quedo zeta exquisito colchon u si recomiendo producto",1
"1111",1111,"buen producto esperaba u si recomiendo producto",1
"1112",1112,"facil trasladar comodo resistente adapta bien cuerpo u si recomiendo producto",1
"1113",1113,"buenocomodo cumple expectativas u si recomiendo producto",1
"1114",1114,"compre negro primero tela gruesa ahora llego azul super delgado tela elasticada telas mismas tallaje coincide negro talla azul talla",0
"1115",1115,"comodo vez firme u si recomiendo producto",1
"1116",1116,"horno exactamente eficiente cumple toda u si recomiendo producto",1
"1117",1117,"demoro mucha espera ma mes responsable fecha indiicada",0
"1118",1118,"excelente producto buena calidad",1
"1119",1119,"buen producto buen precio calidad excelente confort comodidad dormir u si recomiendo producto",1
"1120",1120,"excelente producto suave permite dormir comodo saludable reparador sueno encanto u si recomiendo producto",1
"1121",1121,"buena calidad comido llego fecha programada excelente servicio u si recomiendo producto",1
"1122",1122,"u si recomiendo producto",1
"1123",1123,"excelente calidad comodo dormir u si recomiendo producto",1
"1124",1124,"super bueno pantalon super elastica do recomiendo pedirse talla menos verdad estira tela super fresca tiro alto super bonitos comodos ame u si recomiendo producto",1
"1125",1125,"jeans celeste mejor calidad buena tal foto elasticados si quieres queden mom debes comprar dos tallas ma normalmente u si recomiendo producto",1
"1126",1126,"llevo meses cama base bien resistente hijo salta cama soltado quebrado colchon firme persona estan acostumbradas ortopedicpuede ser duro parte prefiero asi dura ma u si recomiendo producto",1
"1127",1127,"buen colchon anatomico deforma comodo u si recomiendo producto",1
"1128",1128,"hermoso mom tiro super alto recomiendo pedir talla menos pedi talla uso regularmente aveces tambien uso menos habria quedado apretado dos tallas menos habria quedado menos encanten jeans ultra apretados pidan talla menos pidan talla u si recomiendo producto",1
"1129",1129,"comodo duradero mejores dormitorios mismo modelo colchon u si recomiendo producto",1
"1130",1130,"compre dos azul negro talla existen diferencias ambos azul queda ma ajustado cintura diferencia negro queda grande tela tambien distinta azul ma jeans negro ma tela provoca peguen ma pelusas siento precio estan bastante bien gustan ambos definitivamente quedo ma azul u si recomiendo producto",1
"1131",1131,"buena calidad producto superficie suave firme ser dura comodo descanso u si recomiendo producto",1
"1132",1132,"dos colores calce super lindo blanco trasluce incluso ropa interior blanca u si recomiendo producto",1
"1133",1133,"buen producto buena capacidad deja dorado linda presentacion u si recomiendo producto",1
"1134",1134,"excelente producto primera compra cic segura producto buena calidad durabilidad despacho fecha estimada compra facil rapida u si recomiendo producto",1
"1135",1135,"ayer llego cama justo fecha indicada facil armado linda comoda u si recomiendo producto",1
"1136",1136,"gusto cama hace meses sigo contento compra ise ademas facil armar mucha ma comodas camas u si recomiendo producto",1
"1137",1137,"buena eleccion precio calidad comprar midan colchon pueden quedar cortos",1
"1138",1138,"comoda feliz compra recomiendo exelente u si recomiendo producto",1
"1139",1139,"pesimo producto horrible base cama mala calidad",0
"1140",1140,"producto falla decepcionado compra llama atencion marca disenando productos mala calidad ma considerando diversidad marcas q existe mercado favor verificar comentarios clientes comprar producto",0
"1141",1141,"colchon desliza queda fijo resortes moverme escucho duermo solo peso ma kilo incomoda",0
"1142",1142,"facil armado comoda producto recomendado",1
"1143",1143,"colchon carton pesima calidad",0
"1144",1144,"solo queja tela base abajo venia mal corcheteada daba aspecto rasgada",0
"1145",1145,"compren dos tallas menos segui comentarios super super comodo elasticado tiro alto llego okay u si recomiendo producto",1
"1146",1146,"relleno colchon tan malo sientes resortes incrustandose cuerpo permite descansar menos dormir bienincluso peso colchon das cuenta relleno trae compre mes comprar colchon marca",0
"1147",1147,"bastante bueno precio buena marca",1
"1148",1148,"perfecto colchon llego promocion almohadas agradecimiento especial jovenes trajeron amables atentos pesar horario",1
"1149",1149,"horno practico eficiente gran compra u si recomiendo producto",1
"1150",1150,"maravilloso color gris claro demasiado elegante comodo ademas venias bien embalado cero falla",1
"1151",1151,"colchon super comodo recomiendo llego fecha estipulada",1
"1152",1152,"realmente excelente cocino ahi cero fallas facil usar precio buenisimo recomendable u si recomiendo producto",1
"1153",1153,"encanto justo esperaba ahora descansar tranquilo have u si recomiendo producto",1
"1154",1154,"excelente colchon cumple todas expectativas ademas ideal embarazada",1
"1155",1155,"compro matrimonio tercera edad estan fascinados casi meses llevan descansando u si recomiendo producto",1
"1156",1156,"gusto malisimo deforma super rapido llevo par meses recomiendo",0
"1157",1157,"colchon base estan bien compre decia traeria dos ruedas dos patas momento llegar recibi cuatro patas metalicas respaldo bonito inestable queda apariencia quedara suelto",1
"1158",1158,"compre talla menos aun asi quedo grande ademas elasticado pesimo calce devolvere",0
"1159",1159,"comodo transportable recomendable u si recomiendo producto",1
"1160",1160,"excelente producto cumple funciones buen precio calidad u si recomiendo producto",1
"1161",1161,"comodo gusto si quedo corto cama midan comprar ma okay llego dia corresponde asiq recomiendo",1
"1162",1162,"compre celeste queda bien tela puedes ocupar invierno noches verano buen calce quedo perfecto u si recomiendo producto",1
"1163",1163,"esperado producto have ligero respaldo celadores fragil colchon poca densidad recomiendo",1
"1164",1164,"lindos comodos talla dependiendo modelo quedaron perfectos tiro alto estilizan muchisimo figura compre cada color tela buena calidad tres modelos recomiendo totalmente u si recomiendo producto",1
"1165",1165,"bastante comodo costo barato ademas beneficio elite enviaron gratis u si recomiendo producto",1
"1166",1166,"comodo excelente colchon recomiendo u si recomiendo producto",1
"1167",1167,"conforme producto bueno quitaron ciertos malestares cuerpo pudo haber producto colchon anterior contaba mismas caracteristicas actual u si recomiendo producto",1
"1168",1168,"u si recomiendo producto",1
"1169",1169,"buen colchon recomendable",1
"1170",1170,"buen producto gasta minimo electricidad hornea maravilla",1
"1171",1171,"buen producto relacion precio firme ser duro otorga buen descanso supero expectativas iniciales recomiendo",1
