"palabra","positivo","negativo","sentimiento"
"Si cumplió con todas mis expectativas, excelente producto para cocinar queques, tortas y pan. Tiene una cocción perfecta.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,1,0
"Si cumplió expectativas, se lo recomiendo a una familia de 4 a 8 personas
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,0,1
"Si cumplió mis expectativas
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Si cumplió mis expectativas y lo he recomendado
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Si es muy bueno y sirve muchísimo
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",3,1,1
"Sí es tiro alto, es tela gruesa y elásticada me quedo bien de tiro. Soy 38 y pedí 38, me quedo bien.
<U+2714> Sí, recomiendo este producto.",0,1,0
"Si este es mi segunda unidad una para la pieza y el otro el living, muy fácil de configurar
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,1,0
"Si fuera más largo sería perfecto es más un jeans recto que un mom, compré mi talla y queda holgado",1,0,1
"Si la compre para regalo &#127873; Buen<U+FFFD>sima y rico pan practica gracias a recco Falabella
<U+2714> Sí, recomiendo este producto.",1,1,0
"Si lo compre y regale a nieto que está muy feliz con este celular",1,1,0
"Si lo dejas de usar unas horas se desconecta y hay que comenzar el registro de nuevo, conectar a la red, etc.",0,0,0
"Si lo van a encargar comprar una talla más, además es más bien tiro medio y revisar antes, porque el mío llegó con el cierre malo",2,1,1
"Si megusta para mis preparaciones
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Si mucho es muy bueno para cocinar
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",3,1,1
"si queda bien atornillada no derrama ni una gota
<U+2714> Sí, recomiendo este producto.",0,2,0
"Si quieren que de verdad el jeans se vea como un mom, pidan una talla mas, pero en mi caso pedí de mi talla y me quedaron perfectos, con calce al cuerpo, al final como un jeans normal pero con patas rectas
<U+2714> Sí, recomiendo este producto.",1,1,0
"Si resultó todo fue un regalo
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,0,1
"Si sigues las instrucciones el pan queda exquisito. Además tienes varios tipos de pan para elegir. Y lo mejor es que puedes programar la maquina para que el pan esté listo y caliente a la hora del desayuno.",2,1,1
"Si tienen menos cintura que trasero son ideales. Tiro super alto y muy comodos. Mido 1.75 y como es obvio me quedan cortos, pero lo sabia antes de comprarlos.
Es un jeans grueso pero elasticado perfecto
<U+2714> Sí, recomiendo este producto.",2,3,0
"Si tienes un iPhone, tienes que tener el cable original. Es el único que no te arroja errores o incompatibilidad. Me pasaba que con otro cable no me cargaba en el auto o en el pc.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Si totalmente, el depto no tenia horno, y este fue una solución perfecta que hace mi cocina completa
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Si; lo estamos usando. Es muy buen producto.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,1,0
"Siempre compro el modelo Emily para el trabajo, compré talla 42 azul y negro, el azul me queda muy bien pero el negro no me cruza. Además no hay disponibilidad. Repongan este modelo
<U+2714> Sí, recomiendo este producto.",3,4,0
"Siempre compro estos jeans. Pero la última vez se notaba que la calidad ha mejorado y es más grueso. Me encantan",1,0,1
"Siempre compro pantalones de la marca Sybilla, sin embargo, este modelo en particular (Amy) es más pequeño, yo soy 38-40, compré 38 y me quedó muuuy apretado. Les recomiendo comprar una talla más y si están entre 2 compren la más grande...
Es poco elasticado y se ajusta muy bien al cuerpo, el color no es igual al de las imágenes eso si.
<U+2714> Sí, recomiendo este producto.",1,2,0
"Siempre fui usuaria de Windows y ahora me atreví con el Macbook. Pensé que me iba a costar acostumbrarme pero la verdad al día ya estaba más o menos familiarizada. Si tienen otros productos Apple, la sincronización es excelente. La batería es excelente, mejor que cualquier windows que haya utilizado. Es muy liviano y fácil de transportar. Ha sido una grata experiencia. Si creo que hay momentos en que está más barato, lo he visto 150.000 más barato.
<U+2714> Sí, recomiendo este producto.",3,2,1
"Siempre fui usuaria de Windows y no me costo adaptarme al sistema operativo iOS! Rápido para trabajar, las actualizaciones se realizan rápido también, fácil de transportar.
Es un poco pesado, pero vale la pena el producto
<U+2714> Sí, recomiendo este producto.",0,2,0
"Siempre he comprado zoe y molly
Q modelo sera este",1,0,1
"Siempre he sido 36 en esta marca, vez que me he comprado un 38 me quedan un poco holgados, así que me arriesgue y compre un 36 y me quedo súper, tengo 75 de cintura y 90 de cadera, por lo que al ser elásticado calza súper, mido 1,60 aprox y me quedo un poquitín largo para mi gusto pero nada que una basta no solucione. Es muy lindo el color azul.
<U+2714> Sí, recomiendo este producto.",3,2,1
"Siempre los compro porque soy de romper los jeans muy rápido por el rose ... me gusta que sean de tiro alto y son bastante cómodos ... el problema con esta marca suele ser el sierre a veces no están bien por eso prefiero ir a la tienda y probarlos.
<U+2714> Sí, recomiendo este producto.",2,4,0
"Siempre me compro este modelo en todos los tonos pero me salio malisimo el negro se rajo! No duro ni 1 semana y veo que somo varias con el mismo problema.",1,5,0
"Siempre me preocupo la marca pero la compré por su color hace más de cuatro años la compré y hoy lo hago de nuevo se me perdió por trasladarla ...perfecta muele de todo nunca se óxido ...no se filtra solo hay q cerrarla bien ....que Oster que black AND Decker le nadaaaa ...la amo por q me ayudó demasiadooooo !!
<U+2714> Sí, recomiendo este producto.",0,0,0
"Siempre ocupe Windows, la verdad me era comodo en lo economico y en el uso, pero ultimamente me aburrí de las fallas, pantallazos azules y actualizaciones eternas. Quise probar con un Mac de entrada y no me arrepiento. Muy simple, intuitivo, cómodo. Al principio cuesta el cambio, el aprender comandos nuevos, pero vale totalmente el riesgo. El computador para uso de trabajo y ocio es cómodo, PPT, word, excel, photoshop, adobe premier; me han funcionado super bien.Si bien se extrañan algunas aplicaciones como Netflix, sin usar el navegador y quizas el disco duro es muy acotado, con un disco duro externo funciona super bien.
<U+2714> Sí, recomiendo este producto.",7,3,1
"siempre que he comprado nunca he tenido ningún problema
<U+2714> Sí, recomiendo este producto.",0,1,0
"Siempre quise tener un aparato que fuese tan rápido como uno; es decir, pensar, actuar y ejecutarse de manera casi automática. Macbook air, incluso en su versión más básica permite eso. Posee además una interfase muy cómoda para trabajar en office, hacer exposiciones, navegar, ver películas. El traslado es genial, incluso en versión 13.3 (ésta) hace que llevarlo sea muy cómodo (el 11.6 aún más). Creo es la mejor relación precio calidad que puede existir en un computador portátil.",2,1,1
"Siempre uso una talla menos de la que soy pero este jeans es para pedir la talla normal ya que es bastante ajustado, el push up es perfecto , se ajusta bastante bien pero se trasluce demasiado
<U+2714> Sí, recomiendo este producto.",2,0,1
"siendo la marca oficial, carga rápido
<U+2714> Sí, recomiendo este producto.",1,1,0
"Siguiendo la receta...tenemos pan. Facil de usar
<U+2714> Sí, recomiendo este producto.",0,1,0
"Siguiendo las instrucciones, se puede pasar un entretenido momento haciéndolo un rico pan. Me encantó la maquinista. No le tenía mucha Fé.
<U+2714> Sí, recomiendo este producto.",2,1,1
"Sii maravilloso producto recomendado 1000% ahora mi pancito me queda espectacular y exelente servicio en la tienda .. Mis felicitaciones a tofos Uds. Por su servicio
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",5,0,1
"Simplemente extraordinario y simple!!
<U+2714> Sí, recomiendo este producto.",1,0,1
"Simplemente maravillosa la máquina, la entrega rápida, todo perfecto!!",2,0,1
"Simplemente maravillosa, puedes cocinar casi cualquier cosa. Las papitas y los nuggets quedan deliciosos y sin una gota de aceite.
<U+2714> Sí, recomiendo este producto.",0,2,0
"Simplemente maravilloso, tanto para uso de estudiante como de aficionado al dibujo (Con un iPad de 6° generación).",4,0,1
"Simplemente nada mas que decir un exelente producto genial para los trabajos de mi hija en etapa escolar
<U+2714> Sí, recomiendo este producto.",2,1,1
"simplemente practica y sensacional",1,0,1
"Sin bonitos pero se me echo a perder el cierre al primer uso :(",1,4,0
"Sin problemas con el horno, hasta el momento. 1 mes aprox de uso.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",0,0,0
"Sincronización inmediata con el iPhone X Max
Suenan muy bien
<U+2714> Sí, recomiendo este producto.",0,1,0
"Sirve hasta para hacer mantequilla de frutos secos! Muy cómoda
<U+2714> Sí, recomiendo este producto.",1,1,0
"Sirve muy bien, es rapido y tiene todo lo que necesitabamos.",0,1,0
"Sirve para el uso en la casa, fácil de usar, aunque no viene con el cable para conectar al pc, se conecta vía Bluethoot y WiFi.",1,0,1
"Sirve para hacer batidos básicos. Lo malo eske hay ke mantener pulsado el botón para ke funcione.
En general buena compra por el precio.",2,1,1
"Sirve para hacer masas de empanadas o de sopaipillas?",1,0,1
"sirve para instalar app como por ejemplo disney plus ? esque tengo un tv sony que no cuenta con esa app",0,0,0
"Sirve para muchas cosas, papas fritas, carnes, masas y todo con muy buen sabor. Es para porciones pequeñas
<U+2714> Sí, recomiendo este producto.",2,1,1
"Sirve para picar, batir y mezclar. Práctica, rápida y funcional, ya no hay lágrimas al picar la cebolla! Me ha funcionado perfectamente.
<U+2714> Sí, recomiendo este producto.",0,1,0
"sirve sólo para alimentos muy blandos, para una manzana y pera muy picada cuesta mucho. No lo recomiendo",0,1,0
"Sobre paso mis expectativas, excelente producto.",1,0,1
"Solicite talla 38 en color blanco y me quedo justo; no es elásticado y se trasluce mucho",2,0,1
"Solo debes poner los productos en el orden que sale en el catálogo con las medidas que corresponden y listo !!!! Te despreocupas , solo debes esperar que pase el tiempo sacarlo del molde que no se pega nada y dejar enfriar antes de cortar queda perfecto , lo puedes tostar en una tostadora eléctrica o en el horno 100% recomendando
<U+2714> Sí, recomiendo este producto.",2,7,0
"Solo el auricular derecho funciona. No se si es por batería o enlace",0,1,0
"Sólo el pan francés queda bien, el resto de recetas quedan mal. Mejor usarla sólo para amasar.",1,5,0
"Solo el valor es muy excedido
<U+2714> Sí, recomiendo este producto.",2,1,1
"Solo está hasta la talla 9, y yo soy 9.5, pero sin empargo las compré porque me encantan, traigan 9.5, por favor
Traigan 9.5 por favor, los compro al instante
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,0,0
"Sólo le falta el contro remoto para ser prefecto! Compatible con iOS y Android, red wifi dual, fácil de configurar y usar; es ideal para convertir la tele antigua en smart.",2,2,0
"SOLO ME SIRVI<U+FFFD> PARA UN TELEVISOR LG, EN OTRO TV LG NO HUBO CASO QUE CONECTARA EN HDMI, SEGU<U+FFFD> TODAS LAS INSTRUCCIONES EN YOUTUBE",0,1,0
"Solo necesita un cable y queda listo para funcionar con el celular
<U+2714> Sí, recomiendo este producto.",0,0,0
"Solo sirve para escuchar música pues el noise cancelling no les funciona adecuadamente",0,0,0
"Soluciono mi problema, excelente producto 100% recomendado
<U+2714> Sí, recomiendo este producto.",1,1,0
"Son bacanes!!! Muy lindos, cómodos y tienen muy buen calce. La talla esta ok. Los recomiendo!!!",0,1,0
"Son bellísimos y muy cómodos, compré en ambos colores, en mi talla normal (38) y me quedaron divinos
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son bellos pero deberían traer en más tallas 34 o 36, y más colores, me gustaría comprarlos.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Son bellos pero los.negros y blanco se le pegan demasiado las pelusas,el 48 corresponde la talla",1,0,1
"Son bonitos, cómodos, todo bien, lo único es tiro medio",0,0,0
"Son buenísimos ;, muy recomendable
<U+2714> Sí, recomiendo este producto.",3,3,0
"Son cómodos , aparte es genial para los días de linvieno.No se mojan las medias para los días de lluvia <U+2614><U+FE0F> los recomiendo son unas zapatillas que las puedes usar en cualquier época del año .
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",3,0,1
"Son de buena tela y su calidad excelente
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son de pierna recta, me quedaron grandes. He comprado esta misma marca en otros modelos y estos pantalones son mucho más anchos de cintura. Compré en azul y negro.",0,3,0
"Son elasticados y muy cómodos, de buen calce, generalmente soy talla 38/40 de pantalón, compré uno 38 azules y quedaron perfectos! Fue muy buena compra, los recomiendo, me encantaron!
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son elasticados, son mom y son baratos. Soy 42 y me compré la 40. Los tengo en en azul y negro
<U+2714> Sí, recomiendo este producto.",0,3,0
"son elasticos y super comodos,la talla me quedo super bien
<U+2714> Sí, recomiendo este producto.",0,0,0
"Son equipos bastante buenos, lo cual, claramente es visible estructuralmente y tambi<U+FFFD>n en su uso. Si tienes necesidad de Windows, es posible instalar un programa y tener en tu mac cuantos sistemas operativos quieras. El m<U+FFFD>o tiene m<U+FFFD>s de un a<U+FFFD>o y jam<U+FFFD>s lo he formateado ya que funciona igual a cuando lo compre. Lo recomiendo 100%
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son esquisitos, la tela super comoda y son preciosos. Son el mejor pantalón que tengo
<U+2714> Sí, recomiendo este producto.",0,0,0
"Son extra stresh se adaptan a tu figura perfectamente
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son gruesos, ideal para este tiempo, pero no son elasticados.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Son gruesos, más que otros modelos de la misma marca y me encantaron para esta época. El color es muy lindo, calce perfecto. Me gusta porque quedan muy bien al tobillo no es necesario hacer basta. Son demasiado cómodos. De verdad, los amé. Pediré otros.",4,2,1
"Son hermosos los jeans, tienen un calce muy bello y son cómodos al ser un poco elasticados. En tienda son el modelo Emily. Tengo todos los colores de este modelo y no tuve la necesidad de comprar una talla más o menos, siempre fue la misma.
Los recomiendo <3
<U+2714> Sí, recomiendo este producto.",2,1,1
"Son hermosos, estilo momjeans ,tiro alto, soy talla 38 y quedaron perfectos! pidan en su talla
<U+2714> Sí, recomiendo este producto.",1,1,0
"Son hermosos, los colores combinan muy bien y son comodísimos. Me encantaron.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,1,0
"Son igual a la foto , mido 1,63 y me quedo un poco largo ... la tela es gruesa elásticada, yo soy talla 38 y me quedaron bien los 38 en color negro , son angostos en la cintura yo tengo 62cm y va bien ) . Es el modelo OLIVIA tradicional",2,3,0
"Son igualiticos, cómodos, muy bonitos, los recomiendo!
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,1,0
"Son jeans mom stretch, por eso son tan ajustados, pero en ninguna parte dice eso y la tela es súper gruesa, son como para invierno. Usualmente soy talla 44 así que con la tabla de tallas me guié y me quedaron súper, pero no es lo que quería así que igual fome el producto.",1,0,1
"Son la raja (y ojo que a mi me cargaban los pantalones sybilla)",0,0,0
"SON LAS SEGUNDAS QUE COJO, SON PARA UN SOBRINO QUE CUMPLE AÑOS Y QUERIA UN CALZADO COMODO PARA ÉL. MI HIJO TIENE UNAS IGUALES Y ESTA SUPER COMODO CON ELLAS, POR ESO ME DECIDI A COMPRARSELAS A MI SOBRINO. MI HIJOLAS USA PARA BAILAR HIPHOP Y DICE QUE ESTA SUPER COMODO, QUE SON ZAPATILLAS DE BAILE.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,0,0
"Son lindisimos y comodos, lo unico que me llego en un color mas oscuro, y no me gustan mucho asi, pero todo lo demas super lindo. Modelo Sophie para quien compra con los nombres
<U+2714> Sí, recomiendo este producto.",2,0,1
"Son lindos , cómodos y de color muy clarito , me compre talla 38
Recomiendo
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son lindos , elásticados y cómodos , mido 1.63 y me quedaron demasiado cortos ! Parecen pescadores !",0,0,0
"Son lindos pero no quedan como moms, compré 34 mi talla habitual y me quedaron como jeans apretados y abajo sueltos pero se ve feo, no es lo que esperaba, tendré que hacerlos pitillo.
Si los quieren mom compren 1 talla más, les quedarán sueltos de cintura pero tendrán ese estilo",1,2,0
"Son lindos y comodos y todo lo que digan, El modelo es el Amy para quien compra con nombre, lo unico que el azul oscuro no es el mismo que muestra la imagen, es muy oscuro. Lo demas todo Ok
<U+2714> Sí, recomiendo este producto.",1,1,0
"Son lindos, me encantaron pero son grandes, soy 38 y el 34 me quedó perfect. El negro es un poco pelusiento pero quedan bellos. Tiro alto y elasticados
<U+2714> Sí, recomiendo este producto.",0,4,0
"Son liviano, su sonidos es genial pero solo duran 3 a 4 meses... No los recomiendo",1,0,1
"Son muy bellos, compré el azul y el negro, lamentablemente el negro es muy ajustado, hay que pedir 2 tallas más grandes
<U+2714> Sí, recomiendo este producto.",0,4,0
"Son muy bellos, hay q pedir una talla menos pero son muy cómodos los amo, los compré en blanco y negro y quiero q estén disponibles en azul...Recomendados
<U+2714> Sí, recomiendo este producto.",1,4,0
"Son muy bonitos, hay que comprar tu talla sin más ni menos. Los negros son muy bonitos pero la tela es de esas que se les pegan todas las pelusas y deben tener cuidado si tienen mascotas y no les gusta andar llenos de pelos. Tengo una gata blanca y la verdad quitando pelos con un cepillo no me molesta, pero puede que a otras personas sí. El Jean es muy bonito y Vale la pena por el precio, pedí con despacho gratuito.
<U+2714> Sí, recomiendo este producto.",1,2,0
"Son muy bonitos, resaltan tus caderas y no te hacen ver ancha, el color es lindo y la tela de jeans suave.",1,1,0
"Son muy cómodos bien calce y ajuste, recomiendo una talla menos, ya que al tener elastano se sueltan un poco, son cómodos.
<U+2714> Sí, recomiendo este producto.",0,1,0
"son muy comodos pedir la talla que se usa habitualmente ya que son elásticados, yo tengo los dos colores y son bellísimos, mis favoritos.",0,1,0
"Son muy cómodos pero de largo son cortos, compre en color negro y se le pegan todas las pelusas que se puedan imaginar",0,4,0
"Son muy cómodos su clase es perfecto y son dr buena calidad con un estilo clásico. Y lo mejor es su precio
<U+2714> Sí, recomiendo este producto.",3,1,1
"Son muy cómodos y de buena calidad. No muy gruesos ni muy delgados.
Compren su talla normal. Si quieren que les queden full sueltos recomiendo una talla más pero ojo que puede que les quede suelto de cintura.
Me compre los celestes y son bellos.
Me dieron ganas de comprarme los negros también!!!
Muy recomendados!!
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son muy cómodos y lindos, eso si pidan una talla menos, ya que soy 38 y me quedaron algo grandes.
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son muy cómodos y no son elasticacos, me encantaron",0,1,0
"Son muy cómodos, exactamente del color de la foto y se ajusta muy bien al cuerpo
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son muy cómodos, lindos. Yo soy de muslos anchos y no me quedan tanto como mom pero son bien elásticados.
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son muy cómodos, soy talla 42 y le hice caso a los comentarios y compre una 40. Quedaron muy bien, lo único malo es que los negros se llenan de pelusas. Así que al final no quedé tan conforme con la compra. Les recomiendo comprar los otros colores",1,3,0
"Son muy comodos... soy talla 48 y quedan de maravillosos.
Por favor mas tallas grandes como la 48 !!!!",0,1,0
"Son muy delicados, los compré para hacer deportes y no son muy cómodos. A los 4 meses me dejó de funcionar el derecho, he leído que no he sido el único",1,1,0
"Son muy elasticados y el largo esta bien, además son cómodos
<U+2714> Sí, recomiendo este producto.",0,1,0
"Son muy elasticados, la talla 40 me quedo perfecto, que es la que siempre compro, son tiro un poco mas alto que medio, pero no tan altos, son delgaditos y cortos como cropped, son muy lindos
<U+2714> Sí, recomiendo este producto.",1,2,0
"Son muy lindos y cómodos, soy talla 38 a 40, dependiendo del modelo, y los 38 me quedaron perfectos. El tiro es alto, y estilizan muchísimo la figura. Compre uno de cada color, la tela es de buena calidad en los tres modelos. Lo recomiendo totalmente!
<U+2714> Sí, recomiendo este producto.",1,2,0
"Son muy lindos, pero pequeñísimos. Recomiendo comprar una talla más. Compre los negros talla 36 (mi talla habitual) y me quedaron chicos <U+2639><U+FE0F> Tuve que regalarlos",1,1,0
"Son preciosos, muy elasticados, pedir la talla que se usa usualmente , no más grande ya que se expanden y no quedan apretados de manera que incomoden, además son muy bellos",0,1,0
"Son realmente de la talla que uno es, yo soy 44 y hace mucho tiempo no encontraba un pantalón que me quedara bien en esa talla.
respecto al color pedí los más claros y me llegaron unos mas oscuritos solo eso...
<U+2714> Sí, recomiendo este producto.",0,0,0
"Son suaves y cómodos, se ajustan al cuerpo y lucen muy bien
<U+2714> Sí, recomiendo este producto.",0,1,0
"son super bellos. mejor de lo esperaba. me encanta rebook
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,0,0
"Son super cómodos y ajustaditos me encantan, además llegaron antes de tiempo",0,0,0
"Son súper cómodos y elasticados, te dejan moverte con facilidad y no se deforman con los lavados 10/10
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son súper cómodos y elasticados. Leí comentarios que dicen pedir una talla menos porque les queda grande, pero es porque el tipo de pantalón es así! Yo soy 38 pitillos, pedí 38 mom y me quedan súper, como MOM, como deben quedar. Talla 38: 36cm cintura, 32 cm de tiro, 45cm caderas. Talla 48: 47cm cintura, 56cm cadera y 35cm de tiro. Espero les sirva! <3!!!
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son súper cómodos y quedan hermosos puestos. La tabla de tallas corresponde. El único problema es el tipo de tela, se le pegan con facilidad pelusas, pelos, etc.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Son súper cómodos, la parte de arriba se ajusta súper bien al cuerpo y marca la silueta, soy talla 42 y compre talla 40, me quedaron súper. (Compre negro y azul)
<U+2714> Sí, recomiendo este producto.",0,3,0
"Son super cómodos, un modelo genial, la talla que pedí viene una talla más grande, aún así me gustaron
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",3,0,1
"Son súper elasticados pero tienen buen calce. Normalmente soy talla 40/42 pero compré un 38 y me quedo bueno. Recomiendo comprar una talla menos de la usual.
<U+2714> Sí, recomiendo este producto.",4,0,1
"Son super elasticados y de tiro alto. Yo pedi mi talla de siempre y quedan perfectos. Soy talla 42, mido 1,68 y peso 70 kilos
<U+2714> Sí, recomiendo este producto.",2,2,0
"Son súper hermosos y cómodos, trae cordones adicionales.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",0,0,0
"SON SUPER PEQUEÑOS. COMPRE 44 Y ME LLEGARON 40 Y SON COMO 36. ASI QUE CUIDADO CON LO QUE COMPREN Y REVISEN BIEN LA TABLA DE MEDIDAS. PERO DE QUE SON LINDO LO ESTAN.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son un poco grandes la verdad, pero se ven super lindos puesto, la tela es como elasticada(? Pero pedir un numero más si quieres que queden bien suelto de las piernas.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Son unas zapatillas que se adaptan bastante bien al pie cómodas con una suela bastante aislante y caliente
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",1,0,1
"Son zapatos muy cómodos y hermosos, una horma perfecta que hace que tú outfit sea maravilloso, a demás su limpieza es muy fácil, no se manchan.
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en reebok.com",7,1,1
"Sonido BOSE, espectacular, sin embargo no logro llegar a las 10 horas de autonomía descritas",3,1,1
"Sonido definido y buena duración de la batería.
<U+2714> Sí, recomiendo este producto.",0,0,0
"Sonido espectacular, ideal para conectarlo via bluetooth al teléfono móvil, satisface plenamente, excelente compra, lo recomiendo.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Sonido espectacular, lindo modelo, fácil de trasladar, no esperaba tanto!!
<U+2714> Sí, recomiendo este producto.",2,0,1
"Sonido impecable, su diseño es práctico y atractivo, batería dura lo esperado a full, me gustó tanto que compre dos unidades",6,0,1
"Sonido increíble, tuve la primera versión y puedo decir qué este suena mucho mejor. Fácil de enlazar, buenos materiales de fabricación. Para el volumen basta con subirle hasta un 70% y suena fuerte sin perder los bajos. Totalmente recomendado.",0,5,0
"Sonido perfecto, el problema es que no trae el cargador de pared ni la base de carga que se indica en la descripción del producto",2,2,0
"Sonido perfecto,tamaño adecuado un muy buen producto lo recomiendo...",3,1,1
"Sonido potente y de gran calidad para ser tan pequeño.
<U+2714> Sí, recomiendo este producto.",1,0,1
"Sorprende la calidad de embalaje y de presentaci<U+FFFD>n del producto adquirido.Muy buen producto adquirido a un costo muy bajo en relaci<U+FFFD>n al real de mercado.
<U+2714> Sí, recomiendo este producto.",2,1,1
"Sorprendido totalmente con la calidad de sonido que tiene este pequeño parlante. Para mi pieza, viene super bien y para futuros viajes, cuando acabe todo esto del covid, andará de maravilla.
Recomendado!
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy 34 en sybilla y esa talla compré, quedaron geniales! Mido 1,54 y el largo quedo perfecto
<U+2714> Sí, recomiendo este producto.",1,0,1
"Soy 34 y me pedí 36 por los comentarios , no me sube de la rodilla y un pie no entra , esta PÉSIMO cortado , todo deforme . Nunca me había pasado , me encantan los jeans sybilla así que una real decepción",3,0,1
"Soy 34-36 compre el 36 y me quedo grande, es mas estilo boyfriend que mom",1,0,1
"Soy 36, pedí 36 y me quedó perfecto. Además la calidad de estos jeans es excelente!",2,0,1
"Soy 38 en skinny jeans y compré los blancos en 38 y quedan perfectos! Como un mom debería quedar, incluso un 40 hubiera quedado bonito(más oversize)",0,0,0
"Soy 38 y me quedo muy bien, hasta ahora no se ha agrandado
<U+2714> Sí, recomiendo este producto.",0,1,0
"Soy 38 y pedí la misma talla y me quedaron perfectos, no les pongo 5 estrellas porque no son el color que pedí, llegaron jeans claros
<U+2714> Sí, recomiendo este producto.",0,0,0
"Soy 40 (o 42 por mi panza después del embarazo) queda genial, es elasticado lo que lo hace súper cómodo... Mido 1.53 y peso 68 (subí por la pandemia xd) Los tengo todos en 40 (menos el blanco porque no me gusta) el calce es genial y para quienes tenemos güatita es perfecto.
<U+2714> Sí, recomiendo este producto.",5,3,1
"Soy 40-42 y pedí 40 ya que es hiper elasticado el tiro es alto tapa el ombligo pediré en negro ya que están super relaicón precio calidad
<U+2714> Sí, recomiendo este producto.",0,4,0
"Soy 77 cintura y 95 cadera, me quedó cómodo el talla 38, el talla 36 me trituraba la cintura.. En general sólo es cómodo, porque no es un jeans que resalte lo estético, de hecho me veo más ancha o menos delgada de lo que me hacen ver otros jeans. Elasticado pero de tela gruesa, de rodillas hacia abajo muy anchos. No es el jeans maravilloso que describen exageradamente en otros comentarios.",5,1,1
"soy alergica alimetaria entro eso tengo intomerancia al gluten, esta maquina ha hecho que vuelva a comer pan . ovbio con recetas sin gluten y quedan maravillosos..
feliz con mi compra .
<U+2714> Sí, recomiendo este producto.",2,1,1
"Soy diseñador y no podría trabajar sin un Mac, es rápido, y fácil de usar, Comparto que el precio está inflado pero no me arriesgaria a comprarlo usado.
<U+2714> Sí, recomiendo este producto.",0,2,0
"Soy muy buenos , excelente calidad son jeans elasticados , recomiendo elegir una talla menos ... A la que usan ... Son tiro alto ... Se ajusta bien al cuerpo y queda lindo ...
<U+2714> Sí, recomiendo este producto.",2,2,0
"soy preciosos y de buena calidad. Normalmente soy 38 pero la talla 36 me quedo maravilloso, son elasticados y en mi opinión si los quieren más holgados pedir su talla normal o 1 más.
<U+2714> Sí, recomiendo este producto.",4,0,1
"Soy talla 34 normalmente, compré el negro en 36 me quedó súper bien, no es muy elasticado! Contenta con la compra",0,4,0
"Soy talla 36 en la mayoría de tallas, a veces 34. Este pantalón lo compré en 36 y me quedó pequeño, es apretado de todos lados.",2,0,1
"Soy talla 36 me compre un jeans de color blanco pero me quedo ajustado asi que recomiendo comprar una talla mas grande en ese color. Ademas que se trasluce un poco dependiendo del color de la ropa interior.
<U+2714> Sí, recomiendo este producto.",2,0,1
