"","Palabra","negative","positive","positivo","negativo"
"7855","de",0,0,0,0
"7856","peso",1,2,0,0
"7857","al",0,0,0,0
"7858","contrario",2,0,0,0
"7859","durante",0,0,0,0
"7860","algunos",0,0,0,0
"7861","meses",0,0,0,0
"7862","pes",0,0,0,0
"7863","menos",0,0,0,0
"7864","y",0,0,0,0
"7865","no",0,0,0,0
"7866","puedo",0,0,0,0
"7867","entender",0,0,0,0
"7868","como",0,0,0,0
"7869","el",0,0,0,0
"7870","colch",0,0,0,0
"7871","n",0,0,0,0
"7872","est",0,0,0,0
"7873","hundido",1,0,0,0
"7874","que",0,0,0,1
"7875","pasa",0,0,0,0
"7876","si",0,0,0,0
"7877","alguien",0,0,0,0
"7878","pesa",0,0,0,0
"7879","m",0,0,0,0
"7880","s",0,0,0,0
"7881","o",0,0,0,0
"7882","duerme",0,0,0,0
"7883","acompa",0,0,0,0
"7884","ado",0,0,0,0
"7885","me",0,0,0,0
"7886","gusto",0,1,1,0
"7887","pero",0,0,0,0
"7888","le",0,0,0,0
"7889","falta",2,0,0,1
"7890","que",0,0,0,0
"7891","incluyan",0,0,0,0
"7892","el",0,0,0,0
"7893","cable",0,0,0,0
"7894","para",0,0,0,0
"7895","conectarlo",0,0,0,0
"7896","a",0,0,0,0
"7897","los",0,0,0,0
"7898","pc",0,0,0,0
"7899","que",0,0,0,0
"7900","no",0,0,0,0
"7901","esten",0,0,0,0
"7902","con",0,0,0,0
"7903","internet",0,0,0,0
"7904","muy",1,0,0,0
"7905","buen",0,0,1,0
"7906","producto",0,0,0,0
"7907","facil",0,0,1,0
"7908","de",0,0,0,0
"7909","utilizar",0,0,0,0
"7910","e",0,0,0,0
"7911","instalar",0,0,0,0
"7912","ya",0,0,0,0
"7913","tengo",0,0,0,0
"7914","uno",0,0,0,0
"7915","de",0,0,0,0
"7916","estos",0,0,0,0
"7917","en",0,0,0,0
"7918","cada",0,0,0,0
"7919","televisor",0,0,0,0
"7920","de",0,0,0,0
"7921","la",0,0,0,0
"7922","casa",0,1,0,0
"7923","recomendado",0,0,1,0
"7924","hola",0,0,0,0
"7925","feliz",0,1,1,0
"7926","con",0,0,0,0
"7927","mi",0,0,0,0
"7928","cama",0,0,0,0
"7929","es",0,0,0,0
"7930","maravillosisima",0,0,1,0
"7931","u",0,0,0,0
"7932","2714",0,0,0,0
"7933","s",0,0,0,0
"7934","recomiendo",0,0,1,0
"7935","este",0,0,0,0
"7936","producto",0,0,0,0
"7937","excelente",0,1,1,0
"7938","calidad",0,0,0,0
"7939","y",0,0,0,0
"7940","muy",1,0,0,0
"7941","c",0,0,0,0
"7942","modo",0,0,0,0
"7943","para",0,0,0,0
"7944","dormir",0,0,0,0
"7945","u",0,0,0,0
"7946","2714",0,0,0,0
"7947","s",0,0,0,0
"7948","recomiendo",0,0,1,0
"7949","este",0,0,0,0
"7950","producto",0,0,0,0
"7951","no",0,0,0,0
"7952","la",0,0,0,0
"7953","recomiendo",0,0,1,0
"7954","el",0,0,0,0
"7955","agua",0,0,0,0
"7956","se",0,0,0,0
"7957","esparce",0,0,0,0
"7958","y",0,0,0,0
"7959","producto",0,0,0,0
"7960","de",0,0,0,0
"7961","aquello",0,0,0,0
"7962","el",0,0,0,0
"7963","motor",0,0,0,0
"7964","ya",0,0,0,0
"7965","no",0,0,0,0
"7966","funciona",0,0,1,0
"7967","tuve",0,0,0,0
"7968","que",0,0,0,0
"7969","comprar",0,0,0,0
"7970","una",0,0,0,0
"7971","de",0,0,0,0
"7972","otro",0,0,0,0
"7973","modelo",0,1,0,0
"7974","el",0,0,0,0
"7975","colch",0,0,0,0
"7976","n",0,0,0,0
"7977","es",0,0,0,0
"7978","bueno",0,3,1,0
"7979","pero",0,0,0,0
"7980","no",0,0,0,0
"7981","tan",0,0,0,0
"7982","c",0,0,0,0
"7983","modo",0,0,0,0
"7984","como",0,0,0,0
"7985","esperaba",0,0,0,0
"7986","quizas",0,0,0,0
"7987","es",0,0,0,0
"7988","cosa",0,0,0,0
"7989","de",0,0,0,0
"7990","acostumbrarse",0,0,0,0
"7991","y",0,0,0,0
"7992","ven",0,0,0,0
"7993","a",0,0,0,0
"7994","de",0,0,0,0
"7995","regalo",0,1,0,0
"7996","con",0,0,0,0
"7997","dos",0,0,0,0
"7998","almohadas",0,0,0,0
"7999","pero",0,0,0,0
"8000","nunca",0,0,0,1
"8001","llegaron",0,0,0,0
"8002","es",0,0,0,0
"8003","muy",1,0,0,0
"8004","practica",0,0,0,0
"8005","las",0,0,0,0
"8006","preparaciones",0,0,0,0
"8007","quedan",0,0,0,0
"8008","muy",1,0,0,0
"8009","buenas",0,0,1,0
"8010","carnes",0,0,0,0
"8011","quedan",0,0,0,0
"8012","casi",0,0,0,0
"8013","a",0,0,0,0
"8014","la",0,0,0,0
"8015","parrilla",1,0,0,0
"8016","pescados",0,0,0,0
"8017","empanadas",0,0,0,0
"8018","nuggets",0,0,0,0
"8019","las",0,0,0,0
"8020","infaltables",0,0,0,0
"8021","papas",0,0,0,0
"8022","fritas",0,0,0,0
"8023","y",0,0,0,0
"8024","en",0,0,0,0
"8025","tan",0,0,0,0
"8026","solo",0,0,0,0
"8027","pocos",0,0,0,0
"8028","minutos",0,0,0,0
"8029","la",0,0,0,0
"8030","recomiendo",0,0,1,0
"8031","muchisimo",0,0,0,0
"8032","es",0,0,0,0
"8033","ideal",0,0,1,0
"8034","para",0,0,0,0
"8035","2",0,0,0,0
"8036","personas",0,0,0,0
"8037","compr",0,0,0,0
"8038","el",0,0,0,0
"8039","celeste",0,1,0,0
"8040","y",0,0,0,0
"8041","queda",0,0,0,0
"8042","muy",1,0,0,0
"8043","bien",0,0,1,0
"8044","es",0,0,0,0
"8045","una",0,0,0,0
"8046","tela",0,0,0,0
"8047","que",0,0,0,0
"8048","puedes",0,0,0,0
"8049","ocupar",0,1,0,0
"8050","tanto",0,0,0,0
"8051","en",0,0,0,0
"8052","invierno",0,0,0,0
"8053","como",0,0,0,0
"8054","en",0,0,0,0
"8055","las",0,0,0,0
"8056","noches",0,0,0,0
"8057","de",0,0,0,0
"8058","verano",0,0,0,0
"8059","tiene",0,0,0,0
"8060","un",0,0,0,0
"8061","buen",0,0,1,0
"8062","calce",0,0,0,0
"8063","yo",0,0,0,0
"8064","soy",0,0,0,0
"8065","42",0,0,0,0
"8066","y",0,0,0,0
"8067","qued",0,0,0,0
"8068","perfecto",0,1,1,0
"8069","u",0,0,0,0
"8070","2714",0,0,0,0
"8071","s",0,0,0,0
"8072","recomiendo",0,0,1,0
"8073","este",0,0,0,0
"8074","producto",0,0,0,0
"8075","chicas",0,0,0,0
"8076","talla",0,0,0,0
"8077","adecuada",0,0,0,0
"8078","calce",0,0,0,0
"8079","muy",1,0,0,0
"8080","bonito",0,0,1,0
"8081","adem",0,0,0,0
"8082","s",0,0,0,0
"8083","lo",0,0,0,0
"8084","recomiendo",0,0,1,0
"8085","completamente",0,2,0,0
"8086","u",0,0,0,0
"8087","2714",0,0,0,0
"8088","s",0,0,0,0
"8089","recomiendo",0,0,1,0
"8090","este",0,0,0,0
"8091","producto",0,0,0,0
"8092","no",0,0,0,0
"8093","recomiendo",0,0,1,0
"8094","este",0,0,0,0
"8095","producto",0,0,0,0
"8096","lo",0,0,0,0
"8097","compre",0,0,0,0
"8098","hace",0,0,0,0
"8099","unos",0,0,0,0
"8100","d",0,0,0,0
"8101","as",0,1,0,0
"8102","y",0,0,0,0
"8103","funcionan",0,0,0,0
"8104","muy",1,0,0,0
"8105","mal",4,0,0,1
"8106","son",0,0,0,0
"8107","sensibles",0,0,0,0
"8108","a",0,0,0,0
"8109","la",0,0,0,0
"8110","posici",0,0,0,0
"8111","n",0,0,0,0
"8112","en",0,0,0,0
"8113","los",0,0,0,0
"8114","oidos",0,0,0,0
"8115","y",0,0,0,0
"8116","se",0,0,0,0
"8117","interrumpe",0,0,0,0
"8118","el",0,0,0,0
"8119","sonido",0,0,0,0
"8120","constantemente",0,0,0,0
"8121","estoy",0,0,0,0
"8122","muy",1,0,0,0
"8123","contenta",0,0,1,0
"8124","con",0,0,0,0
"8125","mi",0,0,0,0
"8126","compra",0,0,0,0
"8127","cumplieron",0,0,0,0
"8128","fecha",0,0,0,0
"8129","de",0,0,0,0
"8130","entrega",0,1,0,0
"8131","y",0,0,0,0
"8132","la",0,0,0,0
"8133","cama",0,0,0,0
"8134","es",0,0,0,0
"8135","muy",1,0,0,0
"8136","c",0,0,0,0
"8137","moda",0,0,0,0
"8138","debido",0,0,0,0
"8139","a",0,0,0,0
"8140","la",0,0,0,0
"8141","pandemia",1,0,0,0
"8142","solo",0,0,0,0
"8143","la",0,0,0,0
"8144","subieron",0,0,0,0
"8145","por",0,0,0,0
"8146","el",0,0,0,0
"8147","ascensor",0,0,0,0
"8148","pero",0,0,0,0
"8149","yo",0,0,0,0
"8150","tuve",0,0,0,0
"8151","que",0,0,0,0
"8152","armarla",0,0,0,0
"8153","es",0,0,0,0
"8154","bastante",0,1,0,0
"8155","sencillo",0,1,1,0
"8156","y",0,0,0,0
"8157","si",0,0,0,0
"8158","quedan",0,0,0,0
"8159","dudas",0,0,0,0
"8160","tienen",0,0,0,0
"8161","un",0,0,0,0
"8162","tel",0,0,0,0
"8163","fono",0,0,0,0
"8164","habilitado",0,0,0,0
"8165","para",0,0,0,0
"8166","consultas",0,0,0,0
"8167","t",0,0,0,0
"8168","cnicas",0,0,0,0
"8169","al",0,0,0,0
"8170","ser",0,0,0,0
"8171","base",0,0,0,0
"8172","dividida",0,0,0,0
"8173","es",0,0,0,0
"8174","liviano",0,0,0,0
"8175","y",0,0,0,0
"8176","f",0,0,0,0
"8177","cil",0,0,0,0
"8178","de",0,0,0,0
"8179","mover",0,0,0,0
"8180","dentro",0,0,0,0
"8181","del",0,0,0,0
"8182","departamento",0,0,0,0
"8183","u",0,0,0,0
"8184","2714",0,0,0,0
"8185","s",0,0,0,0
"8186","recomiendo",0,0,1,0
"8187","este",0,0,0,0
"8188","producto",0,0,0,0
"8189","los",0,0,0,0
"8190","muebles",0,0,0,0
"8191","no",0,0,0,0
"8192","son",0,0,0,0
"8193","del",0,0,0,0
"8194","color",0,0,0,0
"8195","que",0,0,0,0
"8196","se",0,0,0,0
"8197","ve",0,0,0,0
"8198","en",0,0,0,0
"8199","la",0,0,0,0
"8200","foto",0,0,0,0
"8201","el",0,0,0,0
"8202","colch",0,0,0,0
"8203","n",0,0,0,0
"8204","es",0,0,0,0
"8205","duro",1,0,0,0
"8206","p",0,0,0,0
"8207","sima",0,0,0,0
"8208","compra",0,0,0,0
"8209","me",0,0,0,0
"8210","arrepiento",0,0,0,1
"8211","de",0,0,0,0
"8212","haber",0,0,0,0
"8213","comprado",0,0,0,0
"8214","por",0,0,0,0
"8215","internet",0,0,0,0
"8216","soy",0,0,0,0
"8217","talla",0,0,0,0
"8218","38",0,0,0,0
"8219","y",0,0,0,0
"8220","compre",0,0,0,0
"8221","40",0,0,0,0
"8222","y",0,0,0,0
"8223","quedo",0,0,0,0
"8224","super",0,0,0,0
"8225","muy",1,0,0,0
"8226","c",0,0,0,0
"8227","modo",0,0,0,0
"8228","u",0,0,0,0
"8229","2714",0,0,0,0
"8230","s",0,0,0,0
"8231","recomiendo",0,0,1,0
"8232","este",0,0,0,0
"8233","producto",0,0,0,0
"8234","la",0,0,0,0
"8235","mejor",0,0,1,0
"8236","compra",0,0,0,0
"8237","buen",0,0,1,0
"8238","sonido",0,0,0,0
"8239","y",0,0,0,0
"8240","buena",0,0,1,0
"8241","calidad",0,0,0,0
"8242","con",0,0,0,0
"8243","respecto",0,0,0,0
"8244","al",0,0,0,0
"8245","precio",0,0,0,0
"8246","u",0,0,0,0
"8247","2714",0,0,0,0
"8248","s",0,0,0,0
"8249","recomiendo",0,0,1,0
"8250","este",0,0,0,0
"8251","producto",0,0,0,0
"8252","mi",0,0,0,0
"8253","hijo",0,0,0,0
"8254","qued",0,0,0,0
"8255","feliz",0,1,1,0
"8256","s",0,0,0,0
"8257","per",0,0,0,0
"8258","pr",0,0,0,0
"8259","ctico",0,0,0,0
"8260","el",0,0,0,0
"8261","ba",0,0,0,0
"8262","l",0,0,0,0
"8263","que",0,0,0,0
"8264","tiene",0,0,0,0
"8265","guardamos",0,0,0,0
"8266","muchas",0,0,0,0
"8267","cosas",0,0,0,0
"8268","compre",0,0,0,0
"8269","este",0,0,0,0
"8270","producto",0,0,0,0
"8271","hace",0,0,0,0
"8272","3",0,0,0,0
"8273","meses",0,0,0,0
"8274","y",0,0,0,0
"8275","en",0,0,0,0
"8276","el",0,0,0,0
"8277","mes",0,0,0,0
"8278","dos",0,0,0,0
"8279","la",0,0,0,0
"8280","cama",0,0,0,0
"8281","de",0,0,0,0
"8282","marco",0,0,0,0
"8283","a",0,0,0,0
"8284","ambos",0,0,0,0
"8285","lados",0,0,0,0
"8286","dejando",0,0,0,0
"8287","un",0,0,0,0
"8288","lomo",0,0,0,0
"8289","en",0,0,0,0
"8290","el",0,0,0,0
"8291","centro",0,1,0,0
"8292","del",0,0,0,0
"8293","colchon",0,0,0,0
"8294","no",0,0,0,0
"8295","vale",0,0,0,0
"8296","lo",0,0,0,0
"8297","que",0,0,0,0
"8298","se",0,0,0,0
"8299","paga",0,0,0,0
"8300","estoy",0,0,0,0
"8301","tramitando",0,0,0,0
"8302","el",0,0,0,0
"8303","cambio",0,0,0,0
"8304","del",0,0,0,0
"8305","colchon",0,0,0,0
"8306","compr",0,0,0,0
"8307","el",0,0,0,0
"8308","azul",0,0,0,0
"8309","clarito",0,0,0,0
"8310","la",0,0,0,0
"8311","tela",0,0,0,0
"8312","es",0,0,0,0
"8313","elasticada",0,0,0,0
"8314","son",0,0,0,0
"8315","c",0,0,0,0
"8316","modos",0,0,0,0
"8317","solo",0,0,0,0
"8318","que",0,0,0,0
"8319","para",0,0,0,0
"8320","muslos",0,0,0,0
"8321","anchos",0,0,0,0
"8322","comprar",0,0,0,0
"8323","una",0,0,0,0
"8324","talla",0,0,0,0
"8325","m",0,0,0,0
"8326","s",0,0,0,0
"8327","ten",0,0,0,0
"8328","a",0,0,0,0
"8329","despacho",0,0,0,0
"8330","para",0,0,0,0
"8331","el",0,0,0,0
"8332","5",0,0,0,0
"8333","de",0,0,0,0
"8334","enero",0,0,0,0
"8335","y",0,0,0,0
"8336","llegaron",0,0,0,0
"8337","hoy",0,0,0,0
"8338","21",0,0,0,0
"8339","de",0,0,0,0
"8340","dic",0,0,0,0
"8341","u",0,0,0,0
"8342","2714",0,0,0,0
"8343","s",0,0,0,0
"8344","recomiendo",0,0,0,0
"8345","este",0,0,0,0
"8346","producto",0,0,0,0
"8347","bastante",0,1,0,0
"8348","comodo",0,0,1,0
"8349","y",0,0,0,0
"8350","firme",0,2,1,0
"8351","lo",0,0,0,0
"8352","regalamos",0,0,0,0
"8353","a",0,0,0,0
"8354","una",0,0,0,0
"8355","persona",0,0,0,0
"8356","de",0,0,0,0
"8357","tercera",0,0,0,0
"8358","edad",0,0,0,0
"8359","y",0,0,0,0
"8360","se",0,0,0,0
"8361","ajusta",0,0,0,0
"8362","bien",0,0,1,0
"8363","a",0,0,0,0
"8364","la",0,0,0,0
"8365","persona",0,0,0,0
"8366","u",0,0,0,0
"8367","2714",0,0,0,0
"8368","s",0,0,0,0
"8369","recomiendo",0,0,1,0
"8370","este",0,0,0,0
"8371","producto",0,0,0,0
"8372","buen",0,0,1,0
"8373","simo",0,0,0,0
"8374","pr",0,0,0,0
"8375","ctico",0,0,0,0
"8376","y",0,0,0,0
"8377","absolutamente",0,0,0,0
"8378","recomendable",0,1,1,0
"8379","muy",1,0,0,0
"8380","liviana",0,0,0,0
"8381","f",0,0,0,0
"8382","cil",0,0,0,0
"8383","de",0,0,0,0
"8384","movilizar",0,0,0,0
"8385","y",0,0,0,0
"8386","un",0,0,0,0
"8387","colch",0,0,0,0
"8388","n",0,0,0,0
"8389","firme",0,2,1,0
"8390","y",0,0,0,0
"8391","de",0,0,0,0
"8392","muy",1,0,0,0
"8393","buena",0,0,1,0
"8394","calidad",0,0,0,0
"8395","u",0,0,0,0
"8396","2714",0,0,0,0
"8397","s",0,0,0,0
"8398","recomiendo",0,0,1,0
"8399","este",0,0,0,0
"8400","producto",0,0,0,0
"8401","son",0,0,0,0
"8402","muy",1,0,0,0
"8403","lindos",0,0,1,0
"8404","y",0,0,0,0
"8405","c",0,0,0,0
"8406","modos",0,0,0,0
"8407","definitivamente",0,0,0,0
"8408","esta",0,0,0,0
"8409","marca",0,0,0,0
"8410","me",0,0,0,0
"8411","encanta",0,0,1,0
"8412","adem",0,0,0,0
"8413","s",0,0,0,0
"8414","me",0,0,0,0
"8415","recuerda",0,0,0,0
"8416","mucho",0,0,0,0
"8417","a",0,0,0,0
"8418","mi",0,0,0,0
"8419","hermano",0,1,0,0
"8420","u",0,0,0,0
"8421","2714",0,0,0,0
"8422","s",0,0,0,0
"8423","recomiendo",0,0,0,0
"8424","este",0,0,0,0
"8425","producto",0,0,0,0
"8426","publicada",0,0,0,0
"8427","originalmente",0,0,0,0
"8428","en",0,0,0,0
"8429","adidas.com",0,0,0,0
"8430","me",0,0,0,0
"8431","gusta",0,0,1,0
"8432","la",0,0,0,0
"8433","tengo",0,0,0,0
"8434","hace",0,0,0,0
"8435","un",0,0,0,0
"8436","a",0,0,0,0
"8437","o",0,0,0,0
"8438","m",0,0,0,0
"8439","s",0,0,0,0
"8440","o",0,0,0,0
"8441","menos",0,0,0,0
"8442","y",0,0,0,0
"8443","no",0,0,0,0
"8444","he",0,0,0,0
"8445","tenido",0,0,0,0
"8446","ning",0,0,0,0
"8447","n",0,0,0,0
"8448","problema",1,0,1,0
"8449","con",0,0,0,0
"8450","ella",0,0,0,0
"8451","obviamente",0,0,0,0
"8452","no",0,0,0,0
"8453","es",0,0,0,0
"8454","perfecta",0,0,0,0
"8455","pero",0,0,1,0
"8456","ya",0,0,0,0
"8457","ni",0,0,0,0
"8458","sigo",0,0,0,0
"8459","las",0,0,0,0
"8460","recetas",0,0,0,0
"8461","y",0,0,0,0
"8462","el",0,0,0,0
"8463","pan",1,0,0,0
"8464","que",0,0,0,0
"8465","hace",0,0,0,0
"8466","es",0,0,0,0
"8467","bastante",0,1,0,0
"8468","bueno",0,3,1,0
"8469","y",0,0,0,0
"8470","con",0,0,0,0
"8471","poco",0,0,0,0
"8472","esfuerzo",0,1,0,0
"8473","la",0,0,0,0
"8474","recomiendo",0,0,1,0
"8475","ampliamente",0,0,0,0
"8476","para",0,0,0,0
"8477","todos",0,0,0,0
"8478","aquellos",0,0,0,0
"8479","que",0,0,0,0
"8480","no",0,0,0,0
"8481","tienen",0,0,0,0
"8482","tanto",0,0,0,0
"8483","tiempo",0,0,0,0
"8484","para",0,0,0,0
"8485","hacer",0,1,0,0
"8486","su",0,0,0,0
"8487","pan",1,0,0,0
"8488","y",0,0,0,0
"8489","se",0,0,0,0
"8490","pueden",0,0,0,0
"8491","hacer",0,1,0,0
"8492","mezclas",0,0,0,0
"8493","muy",1,0,0,0
"8494","interesantes",0,0,0,0
"8495","es",0,0,0,0
"8496","decir",0,0,0,0
"8497","agregarle",0,0,0,0
"8498","semillas",0,0,0,0
"8499","especias",0,0,0,0
"8500","o",0,0,0,0
"8501","lo",0,0,0,0
"8502","que",0,0,0,0
"8503","quieras",0,0,0,0
"8504","la",0,0,0,0
"8505","masa",0,0,0,0
"8506","de",0,0,0,0
"8507","pizza",0,0,0,0
"8508","queda",0,0,0,0
"8509","perfecta",0,0,1,0
"8510","solo",0,0,0,0
"8511","me",0,0,0,0
"8512","falta",2,0,0,1
"8513","probar",0,0,0,0
"8514","la",0,0,0,0
"8515","funci",0,0,0,0
"8516","n",0,0,0,0
"8517","para",0,0,0,0
"8518","mermelada",0,1,0,0
"8519","saludos",0,0,0,0
"8520","exelente",0,0,1,0
"8521","producto",0,0,0,0
"8522","y",0,0,0,0
"8523","cumple",0,0,1,0
"8524","con",0,0,0,0
"8525","todo",0,0,0,0
"8526","lo",0,0,0,0
"8527","que",0,0,0,0
"8528","esperaba",0,0,0,0
"8529","muy",1,0,0,0
"8530","comoda",0,0,1,0
"8531","la",0,0,0,0
"8532","cama",0,0,0,0
"8533","para",0,0,0,0
"8534","poder",0,0,0,0
"8535","tener",0,0,0,0
"8536","un",0,0,0,0
"8537","descanso",0,0,0,0
"8538","confortable",0,0,1,0
"8539","s",0,0,0,0
"8540","per",0,0,0,0
"8541","bueno",0,3,1,0
"8542","puedo",0,0,0,0
"8543","ver",0,0,0,0
"8544","ahora",0,0,0,0
"8545","todas",0,0,0,0
"8546","las",0,0,0,0
"8547","pel",0,0,0,0
"8548","culas",0,0,0,0
"8549","de",0,0,0,0
"8550","mi",0,0,0,0
"8551","computador",0,0,0,0
"8552","en",0,0,0,0
"8553","la",0,0,0,0
"8554","tv",0,0,0,0
"8555","u",0,0,0,0
"8556","2714",0,0,0,0
"8557","s",0,0,0,0
"8558","recomiendo",0,0,1,0
"8559","este",0,0,0,0
"8560","producto",0,0,0,0
"8561","buen",0,0,1,0
"8562","producto",0,0,0,0
"8563","y",0,0,0,0
"8564","f",0,0,0,0
"8565","cil",0,0,0,0
"8566","de",0,0,0,0
"8567","armar",0,0,0,0
"8568","buena",0,0,1,0
"8569","calidad",0,0,0,0
"8570","de",0,0,0,0
"8571","materiales",0,0,0,0
"8572","u",0,0,0,0
"8573","2714",0,0,0,0
"8574","s",0,0,0,0
"8575","recomiendo",0,0,1,0
"8576","este",0,0,0,0
"8577","producto",0,0,0,0
"8578","es",0,0,0,0
"8579","un",0,0,0,0
"8580","buen",0,0,1,0
"8581","producto",0,0,0,0
"8582","que",0,0,0,0
"8583","facilita",0,0,1,0
"8584","mucho",0,0,0,0
"8585","el",0,0,0,0
"8586","como",0,0,0,0
"8587","ver",0,0,0,0
"8588","pel",0,0,0,0
"8589","culas",0,0,0,0
"8590","desde",0,0,0,0
"8591","distintas",0,0,0,0
"8592","app",0,0,0,0
"8593","lo",0,0,0,0
"8594","compr",0,0,0,0
"8595","en",0,0,0,0
"8596","julio",0,0,0,0
"8597","2019",0,0,0,0
"8598","y",0,0,0,0
"8599","hace",0,0,0,0
"8600","como",0,0,0,0
"8601","seis",0,0,0,0
"8602","meses",0,0,0,0
"8603","me",0,0,0,0
"8604","fallo",0,0,0,1
"8605","la",0,0,0,0
"8606","puerta",0,0,0,0
"8607","no",0,0,0,0
"8608","cierra",0,0,0,0
"8609","es",0,0,0,0
"8610","muy",1,0,0,0
"8611","f",0,0,0,0
"8612","cil",0,0,0,0
"8613","desusar",0,0,0,0
"8614","y",0,0,0,0
"8615","el",0,0,0,0
"8616","pan",1,0,0,0
"8617","queda",0,0,0,0
"8618","excelente",0,1,1,0
"8619","se",0,0,0,0
"8620","escucha",0,0,0,0
"8621","muy",1,0,0,0
"8622","bien",0,0,1,0
"8623","su",0,0,0,0
"8624","uso",0,0,0,0
"8625","es",0,0,0,0
"8626","practico",0,0,0,0
"8627","la",0,0,0,0
"8628","calidad",0,0,0,0
"8629","de",0,0,0,0
"8630","los",0,0,0,0
"8631","bajos",0,0,0,0
"8632","es",0,0,0,0
"8633","incre",0,0,0,0
"8634","ble",0,0,0,0
"8635","u",0,0,0,0
"8636","2714",0,0,0,0
"8637","s",0,0,0,0
"8638","recomiendo",0,0,1,0
"8639","este",0,0,0,0
"8640","producto",0,0,0,0
"8641","elasticados",0,0,0,0
"8642","c",0,0,0,0
"8643","modos",0,0,0,0
"8644","bonito",0,0,1,0
"8645","color",0,0,0,0
"8646","y",0,0,0,0
"8647","buen",0,0,1,0
"8648","largo",0,0,0,0
"8649","comprar",0,0,0,0
"8650","m",0,0,0,0
"8651","s",0,0,0,0
"8652","u",0,0,0,0
"8653","2714",0,0,0,0
"8654","s",0,0,0,0
"8655","recomiendo",0,0,1,0
"8656","este",0,0,0,0
"8657","producto",0,0,0,0
"8658","me",0,0,0,0
"8659","gustan",0,0,1,0
"8660","por",0,0,0,0
"8661","lo",0,0,0,0
"8662","c",0,0,0,0
"8663","modos",0,0,0,0
"8664","por",0,0,0,0
"8665","su",0,0,0,0
"8666","color",0,0,0,0
"8667","y",0,0,0,0
"8668","las",0,0,0,0
"8669","tecnolog",0,0,0,0
"8670","as",0,1,0,0
"8671","que",0,0,0,0
"8672","usa",0,0,0,0
"8673","la",0,0,0,0
"8674","marca",0,0,0,0
"8675","u",0,0,0,0
"8676","2714",0,0,0,0
"8677","s",0,0,0,0
"8678","recomiendo",0,0,1,0
"8679","este",0,0,0,0
"8680","producto",0,0,0,0
"8681","publicada",0,0,0,0
"8682","originalmente",0,0,0,0
"8683","en",0,0,0,0
"8684","adidas.com",0,0,0,0
"8685","muy",1,0,0,0
"8686","c",0,0,0,0
"8687","modo",0,0,0,0
"8688","cumple",0,0,1,0
"8689","perfectamente",0,0,1,0
"8690","mis",0,0,0,0
"8691","espectativas",0,0,0,0
"8692","tiene",0,0,0,0
"8693","todo",0,0,0,0
"8694","lo",0,0,0,0
"8695","necesario",1,0,0,0
"8696","lo",0,0,0,0
"8697","recomiendo",0,0,1,0
"8698","u",0,0,0,0
"8699","2714",0,0,0,0
"8700","s",0,0,0,0
"8701","recomiendo",0,0,0,0
"8702","este",0,0,0,0
"8703","producto",0,0,0,0
"8704","compren",0,0,0,0
"8705","una",0,0,0,0
"8706","talla",0,0,0,0
"8707","menos",0,0,0,0
"8708","son",0,0,0,0
"8709","s",0,0,0,0
"8710","per",0,0,0,0
"8711","tiro",0,0,0,0
"8712","alto",1,0,0,0
"8713","y",0,0,0,0
"8714","muy",1,0,0,0
"8715","c",0,0,0,0
"8716","modos",0,0,0,0
"8717","u",0,0,0,0
"8718","2714",0,0,0,0
"8719","s",0,0,0,0
"8720","recomiendo",0,0,1,0
"8721","este",0,0,0,0
"8722","producto",0,0,0,0
"8723","es",0,0,0,0
"8724","un",0,0,0,0
"8725","producto",0,0,0,0
"8726","genial",0,1,0,0
"8727","mi",0,0,0,0
"8728","tv",0,0,0,0
"8729","quedo",0,0,0,0
"8730","como",0,0,0,0
"8731","nueva",0,0,0,0
"8732","viene",0,0,0,0
"8733","con",0,0,0,0
"8734","pilas",0,0,0,0
"8735","incluidas",0,0,0,0
"8736","uso",0,0,0,0
"8737","prime",0,0,0,0
"8738","video",0,0,0,0
"8739","netflix",0,0,0,0
"8740","disney",0,0,0,0
"8741","youtube",0,0,0,0
"8742","spotify",0,0,0,0
"8743","crunchyroll",0,0,0,0
"8744","es",0,0,0,0
"8745","rapido",0,0,1,0
"8746","no",0,0,0,0
"8747","se",0,0,0,0
"8748","pega",1,0,0,0
"8749","u",0,0,0,0
"8750","2714",0,0,0,0
"8751","s",0,0,0,0
"8752","recomiendo",0,0,1,0
"8753","este",0,0,0,0
"8754","producto",0,0,0,0
"8755","es",0,0,0,0
"8756","incre",0,0,0,0
"8757","ble",0,0,0,0
"8758","pude",0,0,0,0
"8759","convertir",0,1,0,0
"8760","mis",0,0,0,0
"8761","led",0,0,0,0
"8762","convencionales",0,0,0,0
"8763","en",0,0,0,0
"8764","smart",0,0,0,0
"8765","tv",0,0,0,0
"8766","y",0,0,0,0
"8767","funciona",0,0,1,0
"8768","incre",0,0,0,0
"8769","ble",0,0,0,0
"8770","y",0,0,0,0
"8771","lo",0,0,0,0
"8772","puedo",0,0,0,0
"8773","llevar",0,0,0,0
"8774","a",0,0,0,0
"8775","todas",0,0,0,0
"8776","partes",0,0,0,0
"8777","u",0,0,0,0
"8778","2714",0,0,0,0
"8779","s",0,0,0,0
"8780","recomiendo",0,0,1,0
"8781","este",0,0,0,0
"8782","producto",0,0,0,0
"8783","muy",1,0,0,0
"8784","buena",0,0,1,0
"8785","compra",0,0,0,0
"8786","estoy",0,0,0,0
